PWY-7493	paxilline and diprenylpaxilline biosynthesis	
PWY-7470	phosphatidylcholine biosynthesis VII	
PWY0-1568	NADH to cytochrome <i>bd</i> oxidase electron transfer II	
PWY-5889	rhodoquinone-9 biosynthesis	
PWY-7165	L-ascorbate biosynthesis VI (engineered pathway)	
PWY18C3-5	&alpha;-tomatine degradation	
PWY-5895	menaquinol-13 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-13 biosynthesis
PWY-5802	alizarin biosynthesis	
PWY-7704	viridicatin biosynthesis	
PWY-7587	oleate biosynthesis III (cyanobacteria)	
PWY-5890	menaquinol-10 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-10 biosynthesis
PWY-7105	olivetol biosynthesis	olivetol synthase by-products synthesis
PWY-882	L-ascorbate biosynthesis I (L-galactose pathway)	vitamin C biosynthesis	ascorbic acid biosynthesis	L-ascorbic acid biosynthesis I	Smirnoff-Wheeler pathway
PWY-5983	trehalose biosynthesis VI	
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	
PWY-7996	menaquinol-4 biosynthesis I	MK-4 biosynthesis	menaquinone-4 biosynthesis
PWY-8036	chaxamycin biosynthesis	
PWY-5784	indole-3-acetate inactivation VIII	IAA inactivation VIII	indole-3-acetic acid inactivation VIII
PWY0-1567	NADH to cytochrome <i>bo</i> oxidase electron transfer II	
PWY-8090	D-apionate degradation II (RLP decarboxylase)	
PWY-6326	camptothecin biosynthesis	
PWY-7797	nocardicin A biosynthesis	
PWY-7695	aurofusarin biosynthesis	
PWY-5839	menaquinol-7 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-7 biosynthesis
PWY-5521	L-ascorbate biosynthesis III	L-ascorbic acid biosynthesis III	vitamin C biosynthesis
PWY-7137	quercetin gentiotetraside biosynthesis	
PWY-6365	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis	
PWY-8091	D-apionate degradation I (xylose isomerase family decarboxylase)	
PWY-5461	betanidin degradation	
PWY-5891	menaquinol-11 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-11 biosynthesis
PWY-5422	isopimaric acid biosynthesis	
PWY-1962	indole-3-acetate inactivation II	IAA inactivation II	indole-3-acetic acid inactivation II
PWY-8092	D-apionate degradation III (RLP transcarboxylase/hydrolase)	
PWY66-378	androgen biosynthesis	testosterone biosynthesis
PWY-5997	&alpha;-linolenate biosynthesis I (plants and red algae)	
PWY-5849	menaquinol-6 biosynthesis	vitamin K<sub>2</sub> biosynthesis	MK-6 biosynthesis	menaquinone-6 biosynthesis
PWY-6217	3,4-dichlorobenzoate degradation	
PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	FPP biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
PWY3DJ-35471	L-ascorbate biosynthesis IV	vitamin C biosynthesis	L-ascorbic acid biosynthesis IV
TRESYN-PWY	trehalose biosynthesis I	trehalose biosynthesis
PWY-5925	hydroxylated mugineic acid phytosiderophore biosynthesis	MA biosynthesis
PWY-6486	D-galacturonate degradation II	&alpha;-ketoglutarate pathway
PWY-7998	menaquinol-4 biosynthesis II	MK-4 biosynthesis	menaquinone-4 biosynthesis
PWY-3162	L-tryptophan degradation V (side chain pathway)	
PWY-6808	dTDP-D-forosamine biosynthesis	TDP-D-forosamine biosynthesis
PWY-1741	indole-3-acetate inactivation IX	indole-3-acetic acid-ester conjugate biosynthesis	IAA-ester conjugation	IAA-ester conjugate biosynthesis	indole-3-acetyl-ester conjugate biosynthesis	indole-3-acetic acid inactivation IX
PWY-6825	phosphatidylcholine biosynthesis V	
PWY-5120	geranylgeranyl diphosphate biosynthesis	GGPP biosynthesis
PWY0-1565	D-lactate to cytochrome <i>bo</i> oxidase electron transfer	
PWY-6491	D-galacturonate degradation III	
PWY-7072	hopanoid biosynthesis (bacteria)	
MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	vitamin K<sub>2</sub> biosynthesis I	menaquinone-8 biosynthesis
PWY0-1433	tetrahydromonapterin biosynthesis	
PWY-1164	carbon disulfide oxidation I (anaerobic)	carbon disulphide oxidation
GALACTUROCAT-PWY	D-galacturonate degradation I	D-galacturonate catabolism	D-galacturonate degradation
PWY-6999	theophylline degradation	
PWY-5892	menaquinol-12 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-12 biosynthesis
PWY-5780	hypericin biosynthesis	
PWY-6219	indole-3-acetate inactivation VIII	IAA-amino acid conjugate biosynthesis	indole-3-acetyl-amino acid conjugate biosynthesis	IAA-amide conjugate biosynthesis	indole-3-acetyl-amide conjugate biosynthesis	indole-3-acetic acid inactivation VIII
PWY-6499	D-glucarate degradation II	
PWY-7525	fumitremorgin C biosynthesis	
PWY-7598	&alpha;-linolenate biosynthesis II (cyanobacteria)	
PWY-5844	menaquinol-9 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-9 biosynthesis
PWY-6221	2-chlorobenzoate degradation	
PWY-7857	adlupulone and adhumulone biosynthesis	bitter acid biosynthesis
PWY-5663	<i>erythro</i>-tetrahydrobiopterin biosynthesis I	
PWY-5985	trehalose biosynthesis VII	
GLUCARDEG-PWY	<i>D</i>-glucarate degradation I	<i>D</i>-glucarate catabolism
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	anaerobic glycolysis	Embden-Meyerhof-Parnas pathway	EMP pathway	glycolysis III (glucokinase)
TRPKYNCAT-PWY	L-tryptophan degradation IV (via indole-3-lactate)	tryptophan kynurenine degradation
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	modified futalosine pathway
PWY-7769	phosalacine biosynthesis	
PWY-5788	indole-3-acetate inactivation V	6-hydroxy-indole-3-acetyl amino acid biosynthesis	IAA inactivation V	indole-3-acetic acid inactivation V
PWY-7669	equisetin biosynthesis	
PWY0-1561	glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer	
PWY-6501	D-glucuronate degradation II	
PWY-5039	theobromine biosynthesis I	
PWY-5905	hypusine biosynthesis	
PWY-6432	curcuminoid biosynthesis	
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	futalosine pathway
PWY-6364	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis	
PWY-6983	<i>threo</i>-tetrahydrobiopterin biosynthesis	
PWY-7173	quercetin triglucoside biosynthesis	
PWY-5336	carbon disulfide oxidation II (aerobic)	carbon disulphide oxidation
PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	D-glucuronate catabolism	D-glucuronate degradation	glucuronic acid degradation	glucuronate degradation	&beta;-D-glucuronide degradation
PWY-5484	glycolysis II (from fructose 6-phosphate)	
PWY-4121	glutathionylspermidine biosynthesis	
PWY-6990	(+)-camphor biosynthesis	(<i>R</i>)-camphor biosynthesis
PWY-1981	indole-3-acetate inactivation III	IAA inactivation III	indole-3-acetic acid inactivation III
PWY-5525	D-glucuronate degradation I	pentose pathway	glucuronic acid oxidation pathway	glucuronate/xylulose pathway	glucuronate degradation
PWY66-374	C20 prostanoid biosynthesis	
PWY-7619	juniperonate biosynthesis	5,11,14,17-icosatetraenoic acid biosynthesis	5,11,14,17-icosatetraenoate biosynthesis	juniperonic acid biosynthesis
PWY1G-126	mycothiol oxidation	MSH metabolism
PWY-6215	4-chlorobenzoate degradation	
PWY-2161	folate polyglutamylation	
PWY-2622	trehalose biosynthesis IV	
PWY-7577	ferrichrome biosynthesis	
GALACTARDEG-PWY	D-galactarate degradation I	D-galactarate catabolism
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	Embden-Meyerhof pathway	Embden-Meyerhof-Parnas pathway	EMP pathway	glycolysis (plastidic)
PWY-4181	glutathione amide metabolism	
PWY-4002	L-asparagine degradation II	
PWY-8083	domoic acid biosynthesis	domoate biosynthesis
PWY-5797	indole-3-acetate inactivation VI	IAA inactivation VI	indole-3-acetic acid inactivation VI
PWY4FS-4	phosphatidylcholine biosynthesis IV	
PWY0-1544	proline to cytochrome <i>bo</i> oxidase electron transfer	
PWY-6497	D-galactarate degradation II	
PWY-6482	diphthamide biosynthesis I (archaea)	
PWY-5756	saponin biosynthesis II	oleanolate glucuronide triterpene saponin biosynthesis	oleanolate glucuronide biosynthesis	triterpene saponin biosynthesis II
PWY8J2-1	bacillithiol biosynthesis	
PWY-6636	salicylate degradation III	
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	folic acid salvage	folate salvage	THF salvage
PWY-7926	carbon disulfide oxidation III (metazoa)	carbon disulphide oxidation
PWY-7650	echinocandin B biosynthesis	
PWY-7883	anhydromuropeptides recycling II	1,6-anhydro-<i>N</i>-acetylmuramic acid recycling II	cell wall recycling II	anabolic peptidoglycan recycling
P341-PWY	glycolysis V (Pyrococcus)	archaeal Embden-Meyerhof pathway	archaeal Embden-Meyerhof-Parnas pathway	archaeal EMP pathway
PWY-6840	homoglutathione biosynthesis	
PWY-7518	atromentin biosynthesis	
PWY-2021	indole-3-acetate inactivation IV	IAA inactivation IV	indole-3-acetic acid inactivation IV
PWY0-1261	anhydromuropeptides recycling I	1,6-anhydro-<i>N</i>-acetylmuramic acid recycling I	cell wall recycling I
PWY-7135	emetine biosynthesis	
PWY-7590	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis	
PWY-4081	glutathione-peroxide redox reactions	
PWY-6640	salicylate degradation IV	
PWY-5708	ethiin metabolism	
PWY-2161B	glutamate removal from folates	
PWY-881	trehalose biosynthesis II	trehalose biosynthesis 2
PWY-7786	D-threitol degradation	
PWY-1042	glycolysis IV (plant cytosol)	glycolysis 4
ASPARAGINE-DEG1-PWY	L-asparagine degradation I	
GLUT-REDOX-PWY	glutathione-glutaredoxin redox reactions	
PWY-7659	viridicatumtoxin biosynthesis	
PWY-1961	indole-3-acetate inactivation I	indole-3-acetic acid inactivation I
PWY-7355	doxorubicin biosynthesis	
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	
PWY-6531	mannitol cycle	
PWY-5040	theobromine biosynthesis II (via xanthine)	
PWY-7546	diphthamide biosynthesis II (eukaryotes)	
PWY-7673	fusarin C biosynthesis	
THIOREDOX-PWY	thioredoxin pathway	
PWY-6183	salicylate degradation I	
PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	IP3 biosynthesis
PWY-6614	tetrahydrofolate biosynthesis	folic acid biosynthesis	folate biosynthesis	THF biosynthesis
PWY-6199	quercetin sulfate biosynthesis	quercetin sulphate biosynthesis
PWY-7128	nicotine degradation III (VPP pathway)	
MANNIDEG-PWY	mannitol degradation I	
PWY1G-0	mycothiol biosynthesis	MSH biosynthesis
PWY-6991	(-)-camphor biosynthesis	(<i>S</i>)-camphor biosynthesis
PWY-7481	oryzalide A biosynthesis	
P561-PWY	proline betaine degradation I	stachydrine catabolism	stachydrine degradation	L-proline betaine catabolism
PWY-5811	indole-3-acetate inactivation VII	IAA inactivation VII	indole-3-acetic acid inactivation VII
SORBDEG-PWY	D-sorbitol degradation II	
PWY66-395	aspirin triggered resolvin D biosynthesis	
PWY-6598	sciadonate biosynthesis	5,11,14-eicosatrienoic acid biosynthesis	5,11,14-eicosatrienoate biosynthesis	sciadonic acid biosynthesis
PWY-7268	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	
PWY-6224	salicylate degradation II	
PWY-6087	4-chlorocatechol degradation	
PWY-6543	4-aminobenzoate biosynthesis	pABA biosynthesis	plastidial PABA biosynthesis	PABA biosynthesis in plastids	<i>p</i>-aminobenzoate biosynthesis
PWY-2661	trehalose biosynthesis V	
PWY-6409	pyoverdine I biosynthesis	
GALACTITOLCAT-PWY	galactitol degradation	galactitol catabolism
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	
ASPARAGINE-DEG1-PWY-1	L-asparagine degradation III (mammalian)	
PWY-7906	rhizobitoxine biosynthesis	
PWY-8109	proline betaine degradation II	
PWY3O-450	phosphatidylcholine biosynthesis I	CDP-choline pathway	Kennedy pathway
PWY0-1335	NADH to cytochrome <i>bo</i> oxidase electron transfer I	
PWY-7787	L-threitol degradation	
PWY-4921	protein citrullination	
PWY-7067	betulinate biosynthesis	
PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	
PWY66-201	nicotine degradation IV	
PWY-7106	erythromycin D biosynthesis	
PWY-4101	D-sorbitol degradation I	sorbitol utilization
P301-PWY	galena oxidation	oxidation of galena
PWY-4702	phytate degradation I	
PWY-5381	pyridine nucleotide cycling (plants)	
PWY-5987	sorgoleone biosynthesis	
PWY-7862	D-altritol and galactitol degradation	
PWY-7605	roquefortine C biosynthesis	
PWY-7726	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis (6-desaturase)
NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	
PWY-6093	4,5-dichlorocatechol degradation	
PWY-5389	3-methylthiopropanoate biosynthesis	methylthiopropionate biosynthesis
PWY-7054	<i>N</i>-acetylglutaminylglutamine amide biosynthesis	
PWY-7241	<I>myo</I>-inositol degradation II	
PWY-1881	formate oxidation to CO<sub>2</sub>	
PROUT-PWY	L-proline degradation	L-proline utilization
NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	
PWY-7352	daunorubicin biosynthesis	
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer I	
P562-PWY	<I>myo</I>-inositol degradation I	
PWY-6915	pentalenolactone biosynthesis	
PWY-6314	plumbagin biosynthesis	
PWY0-1597	prenylated FMNH<sub>2</sub> biosynthesis	
PWY-5338	galactosylcyclitol biosynthesis	
PWY-5207	coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)	CoB/CoM regeneration I	CoB-CoM heterodisulfide reduction I	coenzyme B-coenzyme M heterodisulfide reduction I
PWY-7168	flavonol acylglucoside biosynthesis I - kaempferol derivatives	
P181-PWY	nicotine degradation I (pyridine pathway)	
LARABITOLUTIL-PWY	xylitol degradation	L-arabitol and xylitol utilization	L-arabitol and xylitol degradation
P282-PWY	nitrite oxidation	
PWY-4781	phytate degradation II	
PWY66-366	flavin biosynthesis IV (mammalian)	riboflavin (vitamin B2) metabolism
PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	
PWY-6888	zealexin biosynthesis	
RIBITOLUTIL-PWY	ribitol degradation	
PWY-7306	estradiol biosynthesis II	estrogen biosynthesis II
PWY-7595	stearidonate biosynthesis (cyanobacteria)	
PWY-6167	flavin biosynthesis II (archaea)	
PWY-6094	3,4,6-trichlorocatechol degradation	
PWY-7868	coenzyme B/coenzyme M regeneration V (formate-dependent)	CoB/CoM regeneration V	CoB-CoM heterodisulfide reduction V	coenzyme B-coenzyme M heterodisulfide reduction V
PWY-8098	cyclic 2,3-bisphosphoglycerate biosynthesis	
PWY-8023	salmochelin biosynthesis	
DARABITOLUTIL-PWY	D-arabitol degradation	D-arabitol utilization
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	riboflavin, FMN and FAD biosynthesis	vitamin B<sub>2</sub> biosynthesis
PWY-5311	L-lysine degradation VII	
PWY-7463	<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis	
PWY-6826	phosphatidylcholine biosynthesis VI	PCS pathway
PWY0-1329	succinate to cytochrome <i>bo</i> oxidase electron transfer	
PWY-5377	&alpha;-amyrin biosynthesis	
PWY-6168	flavin biosynthesis III (fungi)	
PWY-7865	coenzyme B/coenzyme M regeneration II (ferredoxin-dependent)	CoB/CoM regeneration II	CoB-CoM heterodisulfide reduction II	coenzyme B-coenzyme M heterodisulfide reduction II
PWY66-221	nicotine degradation V	
PWY-6971	oleandomycin biosynthesis	
PWY-5379	B series fagopyritols biosynthesis	fagopyritol B1 biosynthesis
PWY-7788	erythritol degradation II	
PWY-8113	3PG-factor 420 biosynthesis	F420 biosynthesis III	coenzyme F420 biosynthesis III
PWY-5795	juglone biosynthesis	
PWY-5380	A series fagopyritols biosynthesis	fagopyritol A1 biosynthesis
PWY-6027	capsiconiate biosynthesis	
PWY-7728	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)	
PWY-5198	factor 420 biosynthesis II (mycobacteria)	F420 biosynthesis II	coenzyme F420 biosynthesis II
PWY-6084	3,5-dichlorocatechol degradation	
PWY-7614	methiin metabolism	
PWY-7866	coenzyme B/coenzyme M regeneration III (coenzyme F<sub>420</sub>-dependent)	CoB/CoM regeneration III	CoB-CoM heterodisulfide reduction III	coenzyme B-coenzyme M heterodisulfide reduction III
PWY-6664	di-myo-inositol phosphate biosynthesis	
PWY-6363	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	
PWY-5280	L-lysine degradation IV	&delta;-aminovalerate pathway	&delta;-aminovaleric acid pathway
PWY-7901	glucosinolate biosynthesis from tyrosine	
PWY-5199	factor 420 polyglutamylation	cofactor 420 polyglutamylation	F420 polyglutamylation	coenzyme 420 polyglutamylation
PWY-6721	sangivamycin biosynthesis	
PWY-7545	pyruvate to cytochrome <i>bd</i> oxidase electron transfer	pyruvate oxidation pathway	pyruvic acid to cytochrome <i>bd</i> oxidase electron transfer
PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)	UDP-D-GlcA biosynthesis	UDP-D-glucuronic acid biosynthesis	inositol oxidation pathway
PWY-7629	yatein biosynthesis II	
PWY-5930	terpentecin biosynthesis	
PWY-8116	ochratoxin A biosynthesis	
PWY-8112	factor 420 biosynthesis I (archaea)	F420 biosynthesis I	coenzyme F420 biosynthesis I
PWY-8075	(Kdo)<sub>2</sub>-lipid A biosynthesis II (<i>P. putida</i>)	
PWY-2301	<i>myo</i>-inositol biosynthesis	
PWY-7867	coenzyme B/coenzyme M regeneration IV (H<sub>2</sub>-dependent)	CoB/CoM regeneration IV	CoB-CoM heterodisulfide reduction IV	coenzyme B-coenzyme M heterodisulfide reduction IV
PWY-5391	syringetin biosynthesis	
PWY-6993	nicotine degradation II (pyrrolidine pathway)	
PWY-7789	erythritol degradation I	
PWY-6383	mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis	
PWY-7950	diadinoxanthin and fucoxanthin biosynthesis	
PWY-2961	sesquiterpenoid phytoalexins biosynthesis	rishitin biosynthesis	3-hydroxylubimin biosynthesis	lubimin biosynthesis
PWY-1641	methane oxidation to methanol I	methanotrophy
PWY-7446	sulfoquinovose degradation I	sulphoglycolysis	sulfoglycolysis
PWY66-392	lipoxin biosynthesis	
PWY-7152	pinolenate and coniferonate biosynthesis	pinolenic acid and coniferonic acid biosynthesis
PWY-5785	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	
P261-PWY	coenzyme M biosynthesis I	CoM biosythesis	2-mercaptoethanesulfonic acid biosynthesis
PWY-6381	bisucaberin biosynthesis	
PWY-7722	sulfoquinovose degradation II	
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	CoA biosynthesis
LYSDEGII-PWY	L-lysine degradation III	
PWY-6703	preQ<sub>0</sub> biosynthesis	deazapurine biosynthesis	7-cyano-7-deazaguanine biosynthesis	7-cyano-7-carbaguanine biosynthesis
PWY-6742	methane oxidation to methanol II	methanotrophy
PWY-7501	phosphatidylserine biosynthesis I	
PWY-7544	pyruvate to cytochrome <i>bo</i> oxidase electron transfer	pyruvic acid to cytochrome <i>bo</i> oxidase electron transfer
GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I	glucosamine degradation	N-acetyl-glucosamine degradation
PWY-6109	mangrove triterpenoid biosynthesis	taraxerol biosynthesis	germanicol biosynthesis
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	CoA biosynthesis
PWY-6643	coenzyme M biosynthesis II	CoM biosynthesis II
P581-PWY	thiocyanate degradation I	thiocyanate metabolism	thiocyanate utilization	cyanate pathway
PWY-7422	methymycin, neomethymycin and novamethymycin biosynthesis	
PWY-31	canavanine degradation	
PWY-5371	chrysophanol biosynthesis	
PWY-6509	methanol oxidation to formaldehyde III	
NOPALINEDEG-PWY	nopaline degradation	
PWY-7600	peramine biosynthesis	
PWY-6013	crepenynate biosynthesis	crepenynic acid biosynthesis
PWY-6148	tetrahydromethanopterin biosynthesis	H<sub>4</sub>MPT biosynthesis
PWY-6654	phosphopantothenate biosynthesis III (archaebacteria)	
PWY-5706	alliin metabolism	allium thiosulfinates metabolism	garlic thiosulfinate metabolism
OCTOPINEDEG-PWY	octopine degradation	
PWY-6328	L-lysine degradation X	
PWY-1187	glucosinolate biosynthesis from homomethionine	
PWY-5887	albaflavenone biosynthesis	
PWY-6510	methanol oxidation to formaldehyde II	
PWY-7429	arsenite oxidation II (respiratory)	
PWY-7748	yatein biosynthesis I	
PWY-4801	aloesone biosynthesis I	
PWY-5885	wax esters biosynthesis II	WS/DGAT biosynthesis	petunia wax biosynthesis
PANTO-PWY	phosphopantothenate biosynthesis I	vitamin B<sub>5</sub> biosynthesis
PWY-7160	polymethylated myricetin biosynthesis (tomato)	
PWY-743	thiocyanate degradation II	thiocyanate metabolism II	thiocyanate utilization II	carbonyl sulfide pathway
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	[Fe-S] cluster biosynthesis	[2Fe-2S] cluster biosynthesis
PWY-6286	spheroidene and spheroidenone biosynthesis	
PWY-7484	phytocassanes biosynthesis, shared reactions	
PWY-6966	methanol oxidation to formaldehyde I	methylotrophy
PWY-7808	tetracycline resistance	tetracycline degradation
PWY-7299	progesterone biosynthesis	
GLUTATHIONESYN-PWY	glutathione biosynthesis	
PWY-3961	phosphopantothenate biosynthesis II	
PWY-7989	acinetoferrin biosynthesis	
PWY-7652	echinocandin B degradation	
PWY-5686	UMP biosynthesis I	uridine-5'-phosphate biosynthesis I	<i>de novo</i> biosynthesis of uridine-5'-phosphate I	<i>de novo</i> biosynthesis of uridine-5'-monophosphate I
SAM-PWY	S-adenosyl-L-methionine biosynthesis	S-adenosylmethionine biosynthesis
PWY-5314	L-lysine degradation VIII	
PWY-5957	L-nicotianamine biosynthesis	
PWY-5506	methanol oxidation to formaldehyde IV	
PWY-7506	phosphatidylserine biosynthesis II	
PWY-7279	aerobic respiration II (cytochrome c) (yeast)	
PWY-8003	<i>trans</i>-caffeate degradation (aerobic)	
PWY-112	lupeol biosynthesis	
PWY-7928	nickel cofactor biosynthesis	pyridinium-3-thioamide-5-thiocarboxylate mononucleotide Ni pincer complex biosynthesis
PYRIDNUCSYN-PWY	NAD <i>de novo</i> biosynthesis I (from aspartate)	nicotinamide adenine dinucleotide biosynthesis
PWY-7308	acrylonitrile degradation I	
PWY-7412	mycinamicin biosynthesis	
PWY-7113	furcatin degradation	furcatin hydrolysis
PWY-7790	UMP biosynthesis II	uridine-5'-phosphate biosynthesis II	<i>de novo</i> biosynthesis of uridine-5'-phosphate II	<i>de novo</i> biosynthesis of uridine-5'-monophosphate II
PWY-5196	factor 430 biosynthesis	F430 biosynthesis
PWY-7520	terrequinone A biosynthesis	
PWY-1622	formaldehyde assimilation I (serine pathway)	
PWY-6343	ferulate degradation	ferulic acid degradation	vanillin biosynthesis II
PWY-5748	&gamma;-coniciene and coniine biosynthesis	hemlock alkaloids biosynthesis	piperidinic alkaloids biosynthesis
PWY-8057	pyruvoyl group formation from L-serine	
14DICHLORBENZDEG-PWY	1,4-dichlorobenzene degradation	
PWY3O-4106	NAD salvage pathway IV (from nicotinamide riboside)	nicotinamide riboside salvage pathway	nicotinamide adenine dinucleotide salvage
PWY-8001	felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis	
PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	
PWY-7791	UMP biosynthesis III	uridine-5'-phosphate biosynthesis III	<i>de novo</i> biosynthesis of uridine-5'-phosphate III	<i>de novo</i> biosynthesis of uridine-5'-monophosphate III
PWY-5283	L-lysine degradation V	2-aminoadipate pathway
PWYQT-4473	glucosinolate biosynthesis from tetrahomomethionine	
PWY-6420	pyrroloquinoline quinone biosynthesis	PQQ biosynthesis
PWY-8033	aureothin biosynthesis	
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	ribulose monophosphate cycle	formaldehyde assimilation	assimilatory RuMP pathway
PWY-5303	thiosulfate oxidation II (via tetrathionate)	
PWY-6667	resveratrol degradation	stilbene degradation in fungi
PWY-5476	cornusiin E biosynthesis	
PWY-7737	thiocoraline biosynthesis	
PWY-7561	tenellin biosynthesis	
PWY-8063	flavin-N5-oxide biosynthesis	FAD-N5-oxide biosynthesis
PWY-7745	p-HBAD biosynthesis	
PWY66-389	phytol degradation	
NAD-BIOSYNTHESIS-II	NAD salvage pathway III (to nicotinamide riboside)	nicotinamide adenine dinucleotide salvage
PWY-5348	kaempferol triglucoside biosynthesis	
PWY-7309	acrylonitrile degradation II	
PWY-116	coniferin metabolism	
PWY-7940	lauryl-hydroxychlorobactene glucoside biosynthesis	
PWY-7477	momilactone A biosynthesis	
PWY-7013	(<i>S</i>)-propane-1,2-diol degradation	propylene glycol degradation	L-1,2-propanediol degradation
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)	dihydroxyacetone cycle	xylulose-monophosphate cycle
PWY-8002	4-coumarate degradation (aerobic)	<i>p</i>-coumarate degradation (aerobic)
PWY66-380	estradiol biosynthesis I (via estrone)	estrogen biosynthesis I
PWY-6091	1,2,4-trichlorobenzene degradation	
PWY3O-4107	NAD salvage pathway V (PNC V cycle)	Preiss-Handler pathway
CYCLOHEXANOL-OXIDATION-PWY	cyclohexanol degradation	
PWY-6376	desferrioxamine B biosynthesis	Desferal biosynthesis
PWY-7046	4-coumarate degradation (anaerobic)	<i>p</i>-coumarate degradation (anaerobic)
LYSINE-DEG1-PWY	L-lysine degradation XI (mammalian)	
PWY-8047	bryostatin biosynthesis	
PWY0-1280	ethylene glycol degradation	
PWY-1723	formaldehyde oxidation VI (H<sub>4</sub>MPT pathway)	
PWY-5669	phosphatidylserine and phosphatidylethanolamine biosynthesis I	
PWY-4521	arsenite oxidation I (respiratory)	
PWY-5319	coumarin metabolism (to melilotic acid)	
PWY-6095	dammara-20,24-diene biosynthesis	tetracyclic triterpene hydrocarbon biosynthesis	dammara-18(28),21-diene biosynthesis
PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	
PWY-6464	polyvinyl alcohol degradation	
PWY-7108	erythromycin A biosynthesis	
PWY-6080	4-ethylphenol degradation (anaerobic)	
PWY-7079	geodin biosynthesis	
PWY1G-170	formaldehyde oxidation III (mycothiol-dependent)	mycothiol-dependent formaldehyde detoxification
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate
PWY18C3-2	solasodine and soladulcidine biosynthesis	
PWY-6081	1,3-dichlorobenzene degradation	
PWY-6539	(<i>Z</i>)-phenylmethanethial <i>S</i>-oxide biosynthesis	
NAD-BIOSYNTHESIS-III	NAD biosynthesis III (from nicotinamide)	nicotinamide adenine dinucleotide biosynthesis
PWY66-423	fructose 2,6-bisphosphate biosynthesis	
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	
PWY0-461	L-lysine degradation I	
PWYQT-4450	aliphatic glucosinolate biosynthesis, side chain elongation cycle	methionine elongation
PWY-7734	quinoxaline-2-carboxylate biosynthesis	quinoxaline-2-carboxylic acid biosynthesis
PWY-1801	formaldehyde oxidation II (glutathione-dependent)	formaldehyde oxidation II (GSH-dependent)
